40000 29 515 
9128 37356 T 16
39817 35090 S 11
32968 7389 T 1
20165 39254 T 19
17823 26734 T 14
15177 35110 D 4
20522 31345 T 13
21062 6979 D 11
4335 20487 S 15
15576 21570 S 14
28958 30799 D 6
30052 294 T 1
23379 13275 T 15
4737 28777 D 15
16473 38152 S 7
5131 21720 S 16
38558 23502 S 2
5071 3299 S 14
30449 10980 D 14
11273 25364 D 1
38638 17855 D 19
2983 21290 T 12
19441 9044 S 8
27115 26471 T 1
9972 33057 S 9
32708 11536 S 13
22516 30330 D 11
15693 17437 D 19
31643 10701 D 4
31990 28094 S 13
33490 16476 D 5
39299 19091 S 6
8500 38784 S 15
10319 11492 S 3
1821 17073 S 14
30861 468 S 11
11168 27658 T 9
12103 23912 D 18
36740 3291 S 15
18733 25175 S 15
23958 15026 T 15
26518 1856 S 7
15280 39139 D 19
39606 15805 D 9
3462 38476 T 5
22387 17572 S 16
17214 36407 S 19
21581 9526 S 6
24551 4320 S 17
2527 19626 S 13
18764 23368 T 11
39172 5293 S 19
3768 21184 S 12
35108 24759 S 4
21165 9499 D 6
19024 24149 D 15
24820 4447 S 2
20424 35807 D 2
19174 21801 S 14
27093 24811 S 8
2346 20932 T 5
5691 11350 D 17
17200 10744 T 11
34892 26937 S 4
27735 3494 S 11
39300 4911 D 10
26711 6662 T 8
27824 3201 D 9
20484 10733 T 19
22083 33747 T 5
842 24388 T 16
11324 28005 S 12
27850 15204 D 9
16466 39970 S 1
2983 31493 S 9
31045 10697 D 19
21429 37651 S 10
27749 36138 T 2
20525 27353 S 5
15357 28823 T 6
4026 19882 T 9
16203 25030 D 13
12874 29700 T 14
396 12724 T 6
10374 2202 S 15
34691 13535 S 2
887 92 D 6
28914 19728 D 15
35962 38857 D 17
20238 22504 S 4
8555 30394 S 2
39469 1528 D 16
3730 5163 T 11
18697 20085 S 9
16528 6105 T 16
22184 4328 S 7
39536 33570 T 16
12425 14361 T 15
1106 2614 T 3
4142 9756 T 13
11271 3789 D 7
20225 5332 S 12
7788 34430 T 8
35110 25980 S 15
15901 34776 D 19
9136 20004 D 5
18970 28286 T 18
38041 13936 T 3
17724 22678 S 12
24362 37883 D 16
28664 25946 D 18
8277 26588 S 5
17715 21891 D 11
38246 10859 S 5
35496 33315 D 8
3602 20361 T 6
3039 31180 T 19
29062 3026 D 6
25323 34372 T 6
17311 8971 D 14
27213 19333 S 14
30191 726 D 13
30392 35702 S 7
12414 7477 D 16
38657 23644 D 6
23021 11455 S 11
5826 32349 T 14
37671 16070 S 4
35402 25443 S 9
22520 2070 D 2
34123 12261 S 9
16089 18573 D 18
38568 10247 D 12
18053 29665 D 8
18365 28226 T 5
647 10580 S 2
32374 3964 T 13
2385 11031 S 17
19643 31060 D 1
5984 10439 T 18
20685 38346 S 18
24362 8775 T 17
37000 15034 D 14
21966 16032 D 19
16347 37094 T 13
4476 13388 S 2
800 7337 T 10
17776 19380 D 1
14077 22881 S 17
31655 5218 S 3
16604 16277 S 6
28660 1753 S 17
35199 38491 T 10
8230 31678 D 8
39015 32696 T 7
8427 8905 D 8
31786 37853 S 19
39423 18456 T 10
31084 20153 D 19
21905 23852 S 6
18694 4837 D 1
32867 29624 S 15
18671 37171 S 18
6076 12974 D 19
10827 26890 S 9
1697 18801 S 5
35305 33571 T 6
13774 33624 D 4
34813 36496 D 12
22471 750 S 1
37921 20932 S 10
30257 30539 T 1
13781 4915 S 1
23716 26660 D 18
16582 9836 T 4
3460 19597 S 9
16092 27621 D 8
28370 38212 S 12
15495 20644 D 17
7534 13900 S 15
18815 3572 S 19
26584 34103 S 5
3939 3186 D 2
22782 5398 D 6
33018 20674 S 16
15237 26194 S 11
3189 19722 T 6
33621 28722 S 17
28646 21530 S 5
15632 21921 S 8
25106 4617 D 19
6366 18043 D 4
38716 25954 T 14
8499 10207 S 12
29928 26571 T 4
15292 3499 T 12
25028 36355 T 2
14627 30262 T 1
34878 32604 D 2
10646 32488 D 2
14793 3156 T 6
13363 13403 T 14
39973 39145 S 9
2643 15525 T 1
8231 31069 D 7
21330 26670 S 19
19273 15613 S 15
8100 39835 S 3
39343 704 T 5
14106 22920 T 2
22064 35536 S 8
7412 33950 T 7
21370 22465 T 10
5487 13789 T 8
29401 14467 D 14
10654 32068 S 4
32772 8335 D 12
27606 35045 T 11
30580 32056 S 13
22357 32158 D 3
10974 8481 D 12
22269 3443 S 19
14261 4951 S 18
33371 11320 D 16
16006 13960 T 5
9005 39380 T 17
27787 357 D 19
32514 262 S 16
8743 38405 S 14
1847 10221 T 18
15171 33608 D 1
4927 32282 D 16
6241 20404 S 9
16135 34174 T 10
30882 37811 D 11
34424 9692 S 1
8097 32235 S 15
2455 18616 S 10
12223 19775 D 17
8408 9904 S 18
26659 11680 D 11
2205 33777 T 17
27939 6186 D 3
15877 25120 T 10
17355 1464 T 11
20079 5373 D 7
21499 5360 D 16
15263 29290 D 19
969 30798 S 12
20926 36835 T 15
39372 38145 T 11
23264 2160 S 14
39975 14896 S 12
20268 39620 D 17
4979 3562 S 8
32851 32577 S 2
19726 8634 T 4
5468 15008 D 18
9504 26147 T 15
28306 1066 T 6
15961 35571 S 9
31542 6094 D 18
9655 18722 D 6
11299 27978 T 11
36611 7777 D 8
22784 26596 S 3
12742 8761 S 10
9827 36549 D 8
28471 23068 D 1
29161 9065 T 8
27787 25997 D 12
13974 15753 D 16
23529 7190 S 4
30138 1336 T 17
10097 1763 D 12
34663 18661 S 4
38081 20428 S 4
29492 16030 T 6
2026 12782 S 9
24887 31878 S 11
35419 17356 D 3
18691 35084 S 2
33198 17768 T 6
32781 39826 S 8
20253 6843 S 4
22872 36860 D 18
5994 28791 T 10
17020 9239 D 19
22946 39428 S 12
30864 11836 S 17
29604 20891 S 12
17068 15618 T 12
22460 27696 T 13
20908 19493 T 2
4635 12883 S 8
18473 6129 D 5
5557 17494 D 4
29330 18884 T 3
36126 25105 D 18
722 3615 D 12
31310 6632 T 16
22476 7795 T 9
17030 9600 D 16
15729 24617 D 1
2110 32677 S 10
11560 27239 S 10
8695 33446 T 13
37060 24095 S 16
27078 10165 T 1
14312 28759 D 6
34710 27188 S 5
11804 20113 T 4
12789 34833 S 13
18424 33834 S 10
23632 5614 S 18
26060 18187 D 5
28352 31406 D 4
16516 4762 D 2
28301 13548 T 5
33661 38792 S 14
29977 1127 D 9
31313 8237 T 11
10202 24755 D 9
2941 30102 D 6
21507 21145 D 17
22258 20660 D 5
30560 19964 S 18
15108 10084 D 16
7563 6872 T 4
11460 1703 S 13
22809 38507 D 17
28608 23673 S 13
1169 51 T 15
17062 2789 S 17
19104 33699 T 10
3782 7916 D 3
11139 5480 T 12
3535 16739 T 2
15246 18534 T 3
38558 14541 T 8
10943 213 D 9
39353 9837 D 3
3535 12872 D 7
20787 1017 D 2
2848 17933 D 6
34672 15135 D 9
30020 30224 D 3
4764 2199 S 13
38764 4156 T 15
10344 24742 S 10
37613 18295 S 5
15663 25260 S 7
3193 13904 T 11
25390 6672 T 15
33247 39660 S 7
1859 21342 T 15
25497 2833 D 16
23926 4365 D 18
19011 16317 S 19
1577 35670 T 13
9573 30777 D 18
33800 32171 T 15
31830 7058 T 1
28399 24180 S 19
23365 18454 D 19
22818 4858 S 2
17526 17821 T 19
9842 2385 D 16
33162 8261 S 7
36783 21096 D 8
28153 31767 S 4
15947 38369 T 13
16822 21938 T 7
26795 24484 D 10
38656 27021 D 1
29405 25404 D 12
30016 2286 D 12
19733 16237 T 15
8004 23118 D 11
21486 289 T 10
22226 18915 T 7
39750 24818 S 9
8190 14874 D 16
36629 34813 T 14
33450 15094 T 1
31331 21557 T 15
4674 30911 S 3
27551 28302 S 4
3568 7819 T 17
28988 10249 D 2
21474 8625 D 2
39789 36691 T 5
11785 10893 T 4
28801 12896 D 19
158 7490 D 17
35791 29507 D 10
33677 34393 T 2
4641 749 S 13
5725 36372 T 15
33063 30722 T 1
1614 34228 D 11
3475 35816 T 5
3305 32576 S 17
22082 14232 S 12
4976 30183 T 4
30931 3670 T 13
42 21705 D 18
12427 29976 T 4
20555 34966 T 3
30781 13749 T 8
2676 4408 S 5
14991 13390 D 6
3572 24344 S 6
28014 10719 D 1
32424 18734 S 6
8709 11811 S 9
6776 1454 D 14
11554 30006 T 2
34413 6578 D 17
19967 17613 D 19
1957 11655 D 16
22374 34606 T 3
13339 28237 T 4
47 12998 T 18
10804 13655 S 14
3660 17776 D 1
20705 17332 T 15
34945 22253 D 12
33907 31305 D 5
22262 30301 S 6
18537 28833 T 2
38183 14362 D 13
24368 11540 D 14
25667 13336 D 3
30667 15335 S 6
37587 23954 T 4
11610 27492 T 3
14144 16960 T 3
2145 28877 T 6
3238 18425 D 15
26316 33357 T 14
6692 23492 D 14
38826 21745 S 7
2050 23592 S 7
11083 13788 T 5
27100 26057 S 12
14933 14576 D 6
33000 38881 S 18
32237 6815 S 17
30306 2353 T 11
20449 4663 T 3
24606 27910 S 1
1697 38 T 8
22446 24228 D 4
38803 3960 D 17
39192 6730 T 2
13544 31470 T 1
30174 15699 S 9
16713 36634 S 17
24543 25627 D 7
25664 3329 D 14
23908 22129 D 19
22441 10088 S 3
16817 11038 S 18
38859 32472 T 18
8170 5301 S 17
38286 29125 D 18
14751 4967 S 4
4647 5861 T 18
24341 39415 S 16
9502 11184 D 7
22221 34176 T 7
26648 29000 D 19
30652 35173 S 14
24297 24011 T 17
28977 38943 S 10
1155 29741 T 1
29155 18848 D 16
30032 13392 D 5
7568 19765 S 11
5116 25202 T 8
20375 30490 S 3
14500 18229 T 15
13523 21289 S 17
11030 1035 D 17
19883 21504 D 4
34896 9222 T 15
28986 904 T 8
22457 7467 S 2
34308 39979 S 19
14559 32979 T 8
10619 31142 D 17
28529 35635 T 19
17138 6079 S 8
15301 29544 T 12
26799 32931 D 18
36750 13662 D 6
9992 1347 S 4
30677 1203 S 11
28697 11742 S 17
7376 37478 T 5
3557 33014 S 2
22557 36448 S 6
29379 39640 D 8
13301 12456 T 18
13803 9752 S 15
7306 16826 T 5
28567 21421 T 10
15250 27916 T 8
20929 9703 T 6
6151 38916 T 10
38555 13211 T 7
22018 24247 D 7
30350 28398 D 3
5223 35128 D 14
16548 35939 T 19
23854 39239 T 4
5294 30025 T 8
28940 2868 S 5
16078 14035 T 10
34633 16256 S 13
4653 23269 T 5
18396 8998 D 10
4936 11504 D 18
10743 19103 S 15
9127 27247 D 10
30114 23506 T 19
33892 6668 S 14
19276 27255 T 3
6875 32495 T 4
37845 15577 T 2
27081 28714 S 12
4168 10548 S 9
37794 30392 D 16
10249 25975 D 12
28995 27438 S 5
14692 2521 T 17
31367 11407 S 15
23336 12458 D 19
37523 8967 S 18
15867 7503 S 5
34246 19048 T 2
1374 21071 T 5
8508 37647 D 10
36519 23538 T 7
31296 37010 S 8
9467 38142 T 12
3461 22339 T 10
29841 16366 D 11
31765 19960 S 2
1031 33563 S 17
31210 11198 D 18
34735 22910 D 3
19919 25413 T 1
23554 22059 D 14
749 26811 D 4
39528 28382 T 19
8341 39606 D 13
29520 36990 S 15
8188 37053 D 11
16315 13125 T 18
38537 18669 D 2
37079 102 T 9
26912 8148 S 4
36529 39443 S 5
35400 31215 S 5
24556 18556 T 10
11960 39512 S 8
12636 10024 T 9
25044 39180 T 9
35633 31422 D 15
35921 4716 S 2
510 19417 S 7
6983 33317 S 6
8224 11883 D 16
11394 9001 S 9
15376 25667 D 17
21198 13871 D 17
1645 38841 T 3
39909 1061 S 11
20477 5443 D 8
35111 2562 T 6
14444 35980 D 18
1332 24676 S 6
10342 26826 D 1
37048 36019 D 10
31212 446 D 7
1506 8030 T 7
13472 16919 T 1
15832 17492 T 17
13471 24486 D 14
5514 11384 S 14
38209 1340 S 2
37358 4818 T 18
5263 15612 S 8
19993 281 D 13
13551 23598 S 11
1089 3015 D 10
27500 28472 S 16
36207 13574 T 13
11265 1669 T 8
2838 9025 D 11
20988 5935 S 2
2567 29026 T 2
12623 29191 D 5
28557 25156 S 12
9979 6686 S 10
16611 3344 D 10
5012 12028 D 12
21053 22744 D 3
28678 16224 S 4
5249 26518 T 9
12061 9211 T 15
30718 8906 S 8
11943 18446 D 8
18141 32886 T 5
4914 5629 T 6
28373 32357 S 5
8581 12784 T 9
39302 4710 D 5
13920 8688 T 13
17593 21355 T 15
36152 1269 S 15
34154 27219 T 14
32848 17501 D 4
9857 27501 T 4
284 31970 D 18
36679 9373 D 3
18060 8332 S 5
26038 13272 D 11
14540 35978 T 6
19549 22980 T 10
480 10904 D 11
34756 17291 S 11
9261 10094 S 8
19466 27329 D 4
35660 20828 S 1
34100 7420 T 8
39749 29421 D 18
12400 6852 T 9
14107 14362 T 4
31653 1042 D 19
7487 27579 D 11
11260 5148 S 2
22327 6709 S 13
10480 17908 S 3
7328 31452 D 4
38303 17569 T 10
28282 1227 D 5
38620 17874 D 19
1804 5809 D 15
10956 2942 S 17
6003 34005 D 3
11912 27476 S 7
15279 12587 D 8
26507 16979 S 1
18205 39964 T 1
14189 975 D 17
6783 5044 S 2
7985 38092 T 13
28448 6135 T 2
29962 13530 D 5
26116 7620 D 4
24598 37515 T 18
37478 14835 S 7
12161 35259 T 19
302 5767 T 16
210 29460 D 6
35594 5445 S 8
15326 4965 S 13
8936 2319 D 11
39833 34176 D 9
5362 8663 D 7
3921 22040 S 8
27806 22202 S 16
8014 23835 D 6
25631 2039 D 13
3356 9012 T 15
7682 9164 S 10
3340 34861 S 7
3523 39207 T 3
21246 15392 T 12
33946 13227 D 18
37061 6442 S 5
8480 20134 T 4
25497 18749 D 3
27912 22653 D 1
17513 38220 S 15
37426 15230 T 1
30622 25550 T 15
38776 13843 D 7
20284 21145 T 4
37631 27582 S 18
6330 13779 D 15
32783 13349 D 4
7921 7203 T 7
18785 5216 T 11
30765 794 D 6
10988 9552 D 9
30696 22014 T 3
9596 9688 D 6
19819 20461 D 7
33810 21066 D 14
24620 3282 S 13
4850 16499 S 14
13644 35836 D 16
1739 32289 T 13
14302 28641 D 3
34680 21268 D 16
1729 39043 T 7
16460 6346 D 2
9628 29749 T 19
2600 9996 S 10
2183 20651 S 12
9291 9480 S 8
38120 6171 S 2
23791 36366 T 9
31761 30747 S 16
33445 82 D 13
26182 6486 S 11
12833 13045 D 14
33696 2249 T 6
8081 4347 D 1
6870 19475 S 17
15840 35352 S 16
26098 22641 T 8
22722 17822 S 8
20659 25568 T 6
38613 39059 S 1
37659 20145 T 2
20844 10927 D 14
30401 39993 D 11
35344 19957 D 8
2597 15067 T 9
29240 9004 T 10
30923 28255 D 6
23665 8246 T 1
24743 6191 D 6
13469 28056 S 17
28049 37077 T 15
17033 5707 D 9
20773 31224 T 4
36579 31869 S 9
16476 16003 S 18
20601 27933 D 19
34123 33933 D 4
21988 29633 D 3
23061 10623 S 12
12681 23668 S 11
14891 13722 S 16
1942 8784 D 4
21138 8709 S 15
36641 25427 S 8
15711 39767 S 9
25751 38869 S 5
5843 30217 T 12
13885 17679 T 6
31400 849 D 3
9632 28269 S 18
36977 12074 D 19
37501 21347 D 19
21113 11790 T 15
7010 7699 D 5
37915 20929 T 15
34959 36054 D 11
36902 26225 T 3
14493 16865 S 13
28939 11569 D 3
32915 14873 T 14
23014 35966 S 14
3664 32916 S 8
10196 26951 T 11
23004 35710 S 10
21934 268 T 19
17132 5501 S 19
17069 34738 S 10
9610 13917 D 10
9882 37605 S 7
30520 14574 S 8
1525 13906 D 4
5967 30086 T 16
30353 8983 D 19
10835 13978 S 19
8716 24173 D 17
38089 10953 D 5
4909 19000 S 10
33574 18396 T 4
28653 34716 T 12
24801 5818 D 2
11152 35900 D 16
6229 21598 T 12
2122 33184 S 16
4136 25976 T 9
1327 7806 D 18
26201 33318 S 4
28033 35030 T 17
37199 24695 D 14
16946 36030 T 5
13979 32929 S 15
26112 16794 S 10
2769 9898 S 15
17703 29169 D 17
18838 14399 S 9
5780 17283 S 19
38329 33097 T 14
25478 34367 S 18
23648 32917 D 14
9710 24571 D 13
30820 17407 S 15
6575 974 T 14
15373 12940 S 5
30223 37392 D 1
26840 28161 S 15
18879 38624 T 2
31540 23682 T 3
4604 34050 T 4
11456 15705 S 5
16679 1778 T 3
14717 21131 S 11
18523 30035 S 5
14547 30018 S 19
28641 22156 D 17
5837 37291 T 4
27692 20561 T 8
36265 38863 T 2
640 6027 S 5
27158 7251 T 17
33637 6488 S 19
36505 17776 S 11
39931 30263 T 6
27554 12159 D 19
32719 11125 T 15
9988 16977 S 9
23004 28679 S 15
35929 2630 T 4
5469 12288 S 4
30063 32060 T 3
22323 21498 D 6
33656 1023 D 15
8500 24920 D 6
1896 35395 S 16
24073 4152 T 8
3133 39954 T 6
12242 36369 T 2
28429 26748 T 6
4597 17113 T 13
14488 27505 T 11
12424 21743 D 2
17138 15993 S 1
16496 23333 T 5
19638 12536 T 12
8904 31506 S 1
18253 11887 D 10
29000 10467 S 4
37972 31134 S 6
12877 17001 T 1
29345 12988 S 6
32672 34193 S 3
6728 10048 S 18
1554 23778 T 14
35664 6453 D 18
13271 12811 T 19
3944 3677 T 12
20677 35406 S 13
8393 19816 S 8
10360 37681 S 9
4081 6616 S 13
26745 27441 D 1
30245 17149 S 17
26311 24275 D 9
24304 29097 S 15
24503 39315 S 12
15482 19918 D 5
13951 36387 T 10
39354 13758 S 2
1199 38158 D 14
15307 4631 S 16
28906 2419 S 12
27867 31649 S 14
27315 22245 S 2
38514 24630 S 18
21016 9676 D 2
23433 10509 S 17
8667 7674 D 17
12305 36439 T 4
35209 6516 T 17
34516 18013 S 19
36609 29763 T 18
10744 35020 S 9
4695 38080 S 18
4940 7648 T 17
15322 14239 T 8
10678 12223 D 4
15090 28660 S 4
6672 13461 S 8
39575 5114 D 18
133 5988 T 8
419 3260 D 11
10907 38416 D 2
12655 5598 S 2
14172 31743 D 10
16754 7234 S 13
17046 26650 T 8
31763 17812 T 19
23799 25367 D 1
28626 22380 S 18
17148 37595 D 5
39544 28668 T 2
16763 27757 T 2
34990 1839 D 17
24840 36350 S 19
14161 11944 D 5
37310 34274 T 10
16654 33512 S 12
31106 36634 T 6
25301 25790 S 5
13546 3691 D 2
1881 5223 T 8
1573 38280 T 9
6576 874 S 12
35148 17628 D 11
11139 37046 D 1
33679 14610 T 18
36751 26313 D 8
30003 2028 D 16
3602 21161 S 3
15792 14629 S 16
15503 20006 T 3
33986 37831 S 18
34876 6162 D 9
20771 29317 T 10
15630 10333 T 7
8712 32055 T 11
9567 8822 T 12
19803 23801 D 1
159 19384 T 19
17214 6515 S 1
12676 39339 S 17
28655 33581 T 16
266 20541 D 3
8947 36486 T 11
1660 24185 T 13
7985 651 D 5
20034 4479 D 18
10993 37905 S 14
37243 35384 D 1
25316 2542 D 2
23082 25504 S 9
18341 1255 T 6
25439 3467 T 13
469 3634 S 2
4464 36556 T 16
30812 12490 T 1
4225 34347 D 1
36888 25890 T 7
7745 38734 D 18
36341 7946 D 11
7765 29306 D 16
29291 5824 T 7
38731 28242 T 6
37084 33741 D 16
24439 16952 D 19
39194 38673 D 2
33758 35053 D 14
39350 24516 D 6
10173 19782 T 3
21957 25841 T 13
14082 31483 T 13
21575 16878 S 12
33830 32376 T 14
27400 10394 T 9
1798 22039 S 6
2906 15835 T 2
31969 5367 T 5
31207 38461 T 15
26295 37543 S 1
14421 10685 D 5
3061 30276 D 18
37021 30287 S 5
8677 11928 D 14
27762 29986 D 6
35353 26255 S 14
21067 17322 D 5
14864 30060 D 16
744 25461 D 9
12088 24212 D 11
10851 27640 S 11
39567 33300 D 13
23285 4823 S 3
31077 26120 T 3
39793 22450 S 14
8861 23787 D 9
5600 26881 T 2
11092 29431 T 2
17071 23777 S 17
13428 25281 D 14
26455 36431 T 19
18902 5952 T 13
24754 30937 D 13
14723 22698 T 2
9578 5682 T 7
31464 17507 S 14
37636 29487 S 5
11119 18191 D 5
10973 8532 S 3
10835 30186 S 2
21122 30975 D 8
13672 21475 S 12
23508 3230 T 8
20737 24641 D 18
14128 1379 T 9
15922 22617 S 13
31148 30627 D 2
17165 10744 S 12
1718 12179 S 13
33653 35704 T 5
38933 20669 D 3
1661 8340 T 9
6071 12882 D 10
35498 20204 S 18
7183 11061 T 10
21804 11603 D 4
23781 2170 T 3
37873 15661 T 14
32681 19429 S 18
27768 39921 S 9
9154 7514 D 6
24069 17418 D 2
28478 5329 D 14
16931 23637 S 17
25806 14472 S 5
30132 1794 D 4
21222 26011 S 6
22284 19985 S 14
23850 11359 S 9
25128 16438 S 14
21766 173 S 17
20161 3095 T 6
17567 39312 S 7
37457 35533 T 10
17895 36718 T 14
16702 19548 S 18
27259 24054 D 2
491 33044 D 17
29569 38932 D 14
2026 2120 T 4
1431 34393 T 13
29925 6855 S 17
39924 30637 T 17
10185 35963 T 18
16368 11050 T 18
446 21226 D 9
20157 5475 D 8
3946 8140 S 17
2533 14471 S 3
17677 10881 S 17
1517 977 D 4
33291 36806 D 19
4208 731 S 1
21956 11039 S 11
12865 27111 T 4
35251 4180 S 18
15003 15502 T 11
22734 19571 T 14
16899 33558 D 5
26716 26853 D 4
27583 39067 T 12
6457 26592 S 16
13702 17705 D 11
21884 11018 D 14
22871 22381 T 11
38303 32547 D 11
22456 14860 S 19
1712 1588 T 15
37006 32019 D 13
14962 35891 T 2
9947 11617 S 9
18986 29757 S 15
8489 7336 S 11
36234 33665 T 4
8524 7379 D 12
5318 24304 D 19
12675 23770 S 10
19660 21272 T 5
32888 2970 S 12
29078 39206 D 16
6541 17541 D 9
7558 26346 D 15
30076 5674 T 10
26329 11253 S 14
35022 39854 S 11
21125 39289 T 5
38610 14777 T 17
10334 32319 T 12
6211 29607 T 18
12304 37462 D 5
39487 1572 T 9
12825 31841 D 10
28046 4160 D 4
3449 8572 T 18
19700 38123 D 15
26793 11348 T 18
37307 19259 D 9
16721 25675 D 7
23599 6113 T 9
34305 15896 S 12
16407 4906 T 11
13478 3757 D 9
38232 713 D 8
8412 15525 T 16
34784 10206 T 9
32232 20020 T 4
22485 15140 S 12
27387 1928 T 4
6833 23362 T 1
23470 34616 S 3
31680 14808 S 17
30333 10159 S 6
20364 13840 S 12
33859 13384 T 17
24875 29733 D 18
31660 24974 D 9
4687 28757 S 6
19724 10400 D 2
25207 5637 D 1
12147 10005 S 12
23844 29976 D 1
39712 18938 D 18
8670 16232 T 8
37557 1956 S 3
27064 39382 S 2
6133 29311 D 9
31299 26033 T 16
32390 3883 T 18
30211 26468 S 8
1758 13388 T 3
25971 409 S 12
38716 31336 T 15
27069 5224 T 14
30886 7105 S 14
33138 24120 D 10
24355 6991 D 1
33459 21102 D 10
34489 11696 S 16
12105 1805 T 12
33140 22460 D 12
24035 25515 T 4
32620 27003 T 6
11122 11788 T 3
18779 38449 T 1
19550 10877 D 9
18925 2149 T 14
306 31186 T 19
13645 31150 T 9
16665 12468 S 4
39470 2407 T 18
14195 31730 S 2
30178 5163 S 19
12391 1716 S 11
216 10965 T 5
2151 16895 T 13
4396 33026 D 15
5493 15129 T 11
17536 14438 S 11
6167 10676 S 1
15838 18966 S 1
17033 22540 S 10
33505 34590 T 2
7836 37142 S 2
30167 10331 T 13
25459 16337 S 3
30775 5230 T 7
12258 4832 S 8
20149 28412 T 18
10952 24922 T 8
19511 13957 S 3
11098 614 S 19
10944 25570 D 19
38259 30247 D 10
31828 12231 T 4
17062 4666 T 15
29429 37558 S 16
22479 26931 S 7
887 37648 S 15
34614 14318 D 5
36239 39225 S 7
25823 23115 S 11
35345 38558 D 14
39575 6618 T 3
527 22119 S 18
9049 23273 S 4
17273 36088 S 18
6757 20574 S 17
16150 4809 T 9
27923 13724 D 4
8633 30411 S 16
37028 27048 S 8
9166 15648 S 4
35272 30961 T 7
23400 35476 T 18
16049 34575 D 2
39383 26994 S 11
717 2845 S 18
33256 31650 D 9
18697 3821 S 17
15820 37452 D 10
24765 19632 S 17
11459 768 T 9
35342 27822 S 11
11167 6576 D 13
5773 18006 S 14
9655 24196 D 18
24368 6203 D 11
6 4048 D 1
20032 27617 T 15
24736 27605 S 17
11778 31404 S 15
37980 22235 D 8
36592 1466 D 11
25661 21144 T 7
23698 36218 D 2
36618 10549 D 6
34518 37758 D 19
21714 19838 T 16
11242 3185 T 8
21772 36668 S 15
34485 4806 T 13
22301 8262 D 4
832 25795 D 13
32695 34526 T 19
28636 11290 D 16
31128 34850 D 17
34386 2033 S 3
38700 13616 S 11
18421 8184 S 15
16446 28908 T 5
14702 32772 S 15
23650 14229 S 12
25518 30128 D 14
21329 8232 S 12
10265 23305 S 14
36920 15446 D 4
23629 883 D 16
26142 11835 S 3
959 17482 T 4
31710 28254 T 10
14733 1284 T 5
5868 1941 D 9
25245 36348 S 16
11793 9002 S 3
6237 31676 T 19
3511 38253 T 5
12086 30515 T 19
15120 4079 S 1
5362 302 T 6
2242 34037 S 12
26737 37863 D 4
3216 25266 D 9
16942 11205 D 7
9457 27754 D 13
14620 32107 S 11
36185 31767 T 19
32069 1853 S 1
35889 25542 S 5
19756 9558 T 12
34824 36863 S 4
8067 30604 S 12
18357 2543 S 14
31001 13457 T 13
5224 35007 D 12
36859 30560 D 10
16102 31509 T 10
1066 21933 S 5
15148 7603 T 3
34558 28924 T 12
27818 32505 T 10
5961 14012 S 10
9018 27436 D 1
17995 18188 D 3
9696 35755 T 13
14040 34188 D 11
1790 3358 T 3
32282 9488 D 12
38344 36911 T 17
10922 37622 T 1
25057 2075 S 19
20262 2551 T 12
38305 5211 T 1
39399 32774 D 10
36132 6634 D 7
12473 32204 S 18
29115 32835 T 3
26809 16016 S 9
18090 23902 T 10
26452 30175 D 4
35385 14432 S 11
7205 27686 S 2
30671 18913 D 12
7469 22019 T 15
14853 21783 D 13
37799 34705 S 17
18606 13849 S 10
375 27953 T 3
2384 15969 D 9
6 11920 S 8
27185 33728 S 14
15746 4129 T 6
25912 5964 D 6
668 31192 D 1
1392 35595 T 7
19900 39552 T 9
15520 17123 T 18
29043 37499 S 8
27578 32723 S 18
33204 23873 S 12
29836 7938 D 13
35481 20532 T 14
12479 15867 S 17
15418 32516 D 11
5990 2883 T 4
36733 38071 T 8
30793 11192 D 14
35064 6959 D 9
14897 27693 S 4
4577 6939 T 4
19157 38591 T 12
27458 24091 D 14
23325 21028 D 1
19098 32441 S 2
39984 24701 T 11
31660 22403 S 15
6448 17109 S 8
20399 9589 T 8
8179 37509 S 4
17951 12341 S 16
29720 13914 T 11
2706 18402 T 15
3102 38000 T 4
16754 3091 S 2
20199 8 D 19
9596 18653 T 10
12513 23334 T 17
32026 35197 S 9
5463 2126 S 2
20527 1972 S 6
36323 4945 S 15
4387 8761 D 17
8768 26853 T 12
1857 10739 T 19
30424 38602 D 4
33798 25627 T 4
27752 31108 S 13
33080 14636 D 8
15933 39351 D 16
8111 31459 D 10
14663 19140 D 7
26231 16784 T 9
15385 24776 S 17
6754 39649 D 7
30757 4925 D 3
19560 23746 S 12
23096 4771 D 13
36229 9770 T 11
25261 21436 D 10
34571 7353 S 4
32128 19951 D 14
15952 12985 S 11
17909 25226 S 11
5323 25539 T 14
26661 30530 S 15
36651 5820 D 14
23607 10244 T 13
17596 10602 T 16
26905 36322 T 10
5659 34694 S 14
16271 25513 S 16
7403 35755 S 3
22636 11394 S 4
17213 39787 S 9
6382 27303 D 5
37905 39829 T 18
32503 35007 T 4
26052 22634 D 18
4498 28170 D 10
20276 22981 T 6
34375 11971 T 1
8109 19746 T 14
3401 20456 D 11
16637 24868 D 4
19874 39184 S 18
21817 18081 D 18
2602 21218 D 13
4199 33232 D 9
5202 688 S 14
16786 7972 D 18
24780 18968 S 6
3835 33010 D 8
32193 6908 D 17
21340 23289 D 16
858 23942 D 17
13525 25309 T 4
25997 35547 S 5
39870 5241 D 13
24208 37160 T 15
30169 25673 D 5
28932 23144 S 12
